record_id,state,district,city,market_zone,property_type,furnishing,area_sqft,bedrooms,bathrooms,age_years,floor,benchmark_price_per_sqft,estimated_price_per_sqft,estimated_price,reference_date,source,source_type,source_url,is_synthetic,notes
899,Maharashtra,Yavatmal,Yavatmal,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,5,3,4293,4749.16,14250000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
900,Maharashtra,Yavatmal,Yavatmal,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,10,2,4293,5113.17,21480000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
901,Maharashtra,Nagpur,Nagpur,Core / Established,Apartment,Unfurnished,550,1,1,2,10,5378,6462.11,3550000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
902,Maharashtra,Nagpur,Nagpur,Core / Established,Apartment,Semi-Furnished,900,2,2,15,13,5378,5567.78,5010000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
903,Maharashtra,Nagpur,Nagpur,Core / Established,Apartment,Fully Furnished,1350,3,3,12,5,5378,6207.74,8380000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
904,Maharashtra,Nagpur,Nagpur,Core / Established,Apartment,Fully Furnished,1800,4,4,7,10,5378,7314.77,13170000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
905,Maharashtra,Nagpur,Nagpur,Core / Established,Independent House,Semi-Furnished,1100,2,2,10,5,5378,5890.44,6480000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
906,Maharashtra,Nagpur,Nagpur,Core / Established,Independent House,Fully Furnished,1650,3,3,10,3,5378,6402.88,10560000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
907,Maharashtra,Nagpur,Nagpur,Core / Established,Independent House,Fully Furnished,2300,4,4,2,4,5378,7782.19,17900000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
908,Maharashtra,Nagpur,Nagpur,Core / Established,Villa,Semi-Furnished,2200,3,3,1,2,5378,7951.32,17490000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
909,Maharashtra,Nagpur,Nagpur,Core / Established,Villa,Fully Furnished,3000,4,4,10,3,5378,7882.67,23650000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
910,Maharashtra,Nagpur,Nagpur,Core / Established,Villa,Fully Furnished,4200,5,5,5,2,5378,9725.08,40850000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
911,Maharashtra,Nagpur,Nagpur,Main Residential,Apartment,Unfurnished,550,1,1,3,14,5378,5572.78,3070000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
912,Maharashtra,Nagpur,Nagpur,Main Residential,Apartment,Semi-Furnished,900,2,2,3,17,5378,5720.95,5150000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
913,Maharashtra,Nagpur,Nagpur,Main Residential,Apartment,Fully Furnished,1350,3,3,1,3,5378,5841.53,7890000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
914,Maharashtra,Nagpur,Nagpur,Main Residential,Apartment,Fully Furnished,1800,4,4,5,19,5378,6482.26,11670000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
915,Maharashtra,Nagpur,Nagpur,Main Residential,Independent House,Semi-Furnished,1100,2,2,10,5,5378,5193.59,5710000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
916,Maharashtra,Nagpur,Nagpur,Main Residential,Independent House,Fully Furnished,1650,3,3,12,4,5378,5315.73,8770000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
917,Maharashtra,Nagpur,Nagpur,Main Residential,Independent House,Fully Furnished,2300,4,4,3,2,5378,6413.69,14750000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
918,Maharashtra,Nagpur,Nagpur,Main Residential,Villa,Semi-Furnished,2200,3,3,3,4,5378,6949.67,15290000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
919,Maharashtra,Nagpur,Nagpur,Main Residential,Villa,Fully Furnished,3000,4,4,7,5,5378,6912.58,20740000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
920,Maharashtra,Nagpur,Nagpur,Main Residential,Villa,Fully Furnished,4200,5,5,2,1,5378,8532.09,35830000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
921,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Apartment,Unfurnished,550,1,1,12,18,5378,4151.64,2280000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
922,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,15,12,5378,4099.17,3690000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
923,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,2,14,5378,5332.4,7200000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
924,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,5,13,5378,5217.58,9390000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
925,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,3,2,5378,4659.15,5130000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
926,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,3,4,5378,5119.25,8450000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
927,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,1,2,5378,5515.88,12690000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
928,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,2,3,5378,5763.93,12680000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
929,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,12,5,5378,5705.2,17120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
930,Maharashtra,Nagpur,Nagpur,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,3,3,5378,6658.17,27960000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
931,Maharashtra,Wardha,Wardha,Core / Established,Apartment,Unfurnished,550,1,1,12,5,4529,4768.94,2620000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
932,Maharashtra,Wardha,Wardha,Core / Established,Apartment,Semi-Furnished,900,2,2,3,10,4529,5551.17,5000000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
933,Maharashtra,Wardha,Wardha,Core / Established,Apartment,Fully Furnished,1350,3,3,10,18,4529,5643.58,7620000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
934,Maharashtra,Wardha,Wardha,Core / Established,Apartment,Fully Furnished,1800,4,4,3,18,4529,6277.96,11300000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
935,Maharashtra,Wardha,Wardha,Core / Established,Independent House,Semi-Furnished,1100,2,2,1,4,4529,5530.18,6080000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
936,Maharashtra,Wardha,Wardha,Core / Established,Independent House,Fully Furnished,1650,3,3,10,4,4529,5509.4,9090000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
937,Maharashtra,Wardha,Wardha,Core / Established,Independent House,Fully Furnished,2300,4,4,12,2,4529,5649.84,12990000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
938,Maharashtra,Wardha,Wardha,Core / Established,Villa,Semi-Furnished,2200,3,3,5,5,4529,6462.25,14220000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
939,Maharashtra,Wardha,Wardha,Core / Established,Villa,Fully Furnished,3000,4,4,12,1,4529,6465.79,19400000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
940,Maharashtra,Wardha,Wardha,Core / Established,Villa,Fully Furnished,4200,5,5,5,4,4529,7882.99,33110000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
941,Maharashtra,Wardha,Wardha,Main Residential,Apartment,Unfurnished,550,1,1,1,9,4529,4560.42,2510000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
942,Maharashtra,Wardha,Wardha,Main Residential,Apartment,Semi-Furnished,900,2,2,1,11,4529,5042.99,4540000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
943,Maharashtra,Wardha,Wardha,Main Residential,Apartment,Fully Furnished,1350,3,3,1,18,4529,5405.35,7300000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
944,Maharashtra,Wardha,Wardha,Main Residential,Apartment,Fully Furnished,1800,4,4,10,10,4529,4789.94,8620000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
945,Maharashtra,Wardha,Wardha,Main Residential,Independent House,Semi-Furnished,1100,2,2,2,1,4529,4650.1,5120000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
946,Maharashtra,Wardha,Wardha,Main Residential,Independent House,Fully Furnished,1650,3,3,12,5,4529,4455.63,7350000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
947,Maharashtra,Wardha,Wardha,Main Residential,Independent House,Fully Furnished,2300,4,4,7,4,4529,5149.16,11840000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
948,Maharashtra,Wardha,Wardha,Main Residential,Villa,Semi-Furnished,2200,3,3,10,2,4529,5378.45,11830000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
949,Maharashtra,Wardha,Wardha,Main Residential,Villa,Fully Furnished,3000,4,4,1,1,4529,6405.3,19220000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
950,Maharashtra,Wardha,Wardha,Main Residential,Villa,Fully Furnished,4200,5,5,7,1,4529,6789.57,28520000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
951,Maharashtra,Wardha,Wardha,Growth / Peripheral,Apartment,Unfurnished,550,1,1,3,8,4529,3711.78,2040000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
952,Maharashtra,Wardha,Wardha,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,12,19,4529,3599.72,3240000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
953,Maharashtra,Wardha,Wardha,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,5,19,4529,4323.69,5840000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
954,Maharashtra,Wardha,Wardha,Growth / Peripheral,Apartment,Fully Furnished,1800,4,4,3,3,4529,4418.73,7950000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
955,Maharashtra,Wardha,Wardha,Growth / Peripheral,Independent House,Semi-Furnished,1100,2,2,3,4,4529,3791.81,4170000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
956,Maharashtra,Wardha,Wardha,Growth / Peripheral,Independent House,Fully Furnished,1650,3,3,15,1,4529,3517.32,5800000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
957,Maharashtra,Wardha,Wardha,Growth / Peripheral,Independent House,Fully Furnished,2300,4,4,3,1,4529,4655.53,10710000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
958,Maharashtra,Wardha,Wardha,Growth / Peripheral,Villa,Semi-Furnished,2200,3,3,7,2,4529,4643.03,10210000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
959,Maharashtra,Wardha,Wardha,Growth / Peripheral,Villa,Fully Furnished,3000,4,4,5,3,4529,5194.01,15580000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
960,Maharashtra,Wardha,Wardha,Growth / Peripheral,Villa,Fully Furnished,4200,5,5,2,5,4529,5956.2,25020000,2026-09-14,Housing.com Maharashtra property-rate benchmark,published_market_benchmark,https://housing.com/price-trends/property-rates-for-buy-in-maharashtra_india-P3mm15uxln8blpmn0,TRUE,Bootstrap/model-development record; not a raw registered transaction.
961,Maharashtra,Bhandara,Bhandara,Core / Established,Apartment,Unfurnished,550,1,1,2,20,2800,3439.38,1890000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
962,Maharashtra,Bhandara,Bhandara,Core / Established,Apartment,Semi-Furnished,900,2,2,15,7,2800,2957.72,2660000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
963,Maharashtra,Bhandara,Bhandara,Core / Established,Apartment,Fully Furnished,1350,3,3,2,16,2800,3731.69,5040000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
964,Maharashtra,Bhandara,Bhandara,Core / Established,Apartment,Fully Furnished,1800,4,4,2,11,2800,3898.45,7020000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
965,Maharashtra,Bhandara,Bhandara,Core / Established,Independent House,Semi-Furnished,1100,2,2,1,4,2800,3537.69,3890000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
966,Maharashtra,Bhandara,Bhandara,Core / Established,Independent House,Fully Furnished,1650,3,3,7,1,2800,3402.56,5610000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
967,Maharashtra,Bhandara,Bhandara,Core / Established,Independent House,Fully Furnished,2300,4,4,1,2,2800,3965.56,9120000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
968,Maharashtra,Bhandara,Bhandara,Core / Established,Villa,Semi-Furnished,2200,3,3,10,4,2800,3775.3,8310000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
969,Maharashtra,Bhandara,Bhandara,Core / Established,Villa,Fully Furnished,3000,4,4,2,3,2800,4476.37,13430000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
970,Maharashtra,Bhandara,Bhandara,Core / Established,Villa,Fully Furnished,4200,5,5,10,4,2800,4620.36,19410000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
971,Maharashtra,Bhandara,Bhandara,Main Residential,Apartment,Unfurnished,550,1,1,1,4,2800,2817.77,1550000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
972,Maharashtra,Bhandara,Bhandara,Main Residential,Apartment,Semi-Furnished,900,2,2,2,2,2800,2840.06,2560000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
973,Maharashtra,Bhandara,Bhandara,Main Residential,Apartment,Fully Furnished,1350,3,3,1,18,2800,3195.0,4310000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
974,Maharashtra,Bhandara,Bhandara,Main Residential,Apartment,Fully Furnished,1800,4,4,3,16,2800,3451.47,6210000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
975,Maharashtra,Bhandara,Bhandara,Main Residential,Independent House,Semi-Furnished,1100,2,2,15,4,2800,2505.66,2760000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
976,Maharashtra,Bhandara,Bhandara,Main Residential,Independent House,Fully Furnished,1650,3,3,7,3,2800,2960.57,4880000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
977,Maharashtra,Bhandara,Bhandara,Main Residential,Independent House,Fully Furnished,2300,4,4,1,3,2800,3457.51,7950000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
978,Maharashtra,Bhandara,Bhandara,Main Residential,Villa,Semi-Furnished,2200,3,3,1,1,2800,3740.26,8230000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
979,Maharashtra,Bhandara,Bhandara,Main Residential,Villa,Fully Furnished,3000,4,4,1,1,2800,4106.39,12320000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
980,Maharashtra,Bhandara,Bhandara,Main Residential,Villa,Fully Furnished,4200,5,5,7,5,2800,4163.45,17490000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
981,Maharashtra,Bhandara,Bhandara,Growth / Peripheral,Apartment,Unfurnished,550,1,1,1,3,2800,2401.11,1320000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
982,Maharashtra,Bhandara,Bhandara,Growth / Peripheral,Apartment,Semi-Furnished,900,2,2,10,3,2800,2273.3,2050000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
983,Maharashtra,Bhandara,Bhandara,Growth / Peripheral,Apartment,Fully Furnished,1350,3,3,12,5,2800,2262.08,3050000,2026-09-14,Regional bootstrap estimate anchored to Maharashtra market benchmarks,derived_estimate,,TRUE,Bootstrap/model-development record; not a raw registered transaction.
